,IR,guitar_mapping,mic_mapping,excitation_type,excitation_length,has_ring,volume,if_params,weiner_params,acdw_params,Inverse_Filtering_Similarity_Melody,Inverse_Filtering_Correlation_Melody,Weiner_Similarity_Melody,Weiner_Correlation_Melody,ACDW_Similarity_Melody,ACDW_Correlation_Melody,Inverse_Filtering_Similarity_Chords,Inverse_Filtering_Correlation_Chords,Weiner_Similarity_Chords,Weiner_Correlation_Chords,ACDW_Similarity_Chords,ACDW_Correlation_Chords
48,good_takamine_EG523SC_mic_to_Bird_Aspen_DH37_mic,good_takamine_EG523SC_to_Bird_Aspen_DH37,mic_to_mic,sweep,3s_excitation,ring,loud,{'ir_length': np.int64(33075)},"{'ir_length': np.int64(264600), 'snr': None, 'window_cut': None}","{'ir_length': None, 'window_end': None}",8.020727070302959e-06,,4.611508527249995e-06,,5.331154173619701e-06,,3.5402926353813028e-06,,4.27700162487177e-06,,2.9956949997145885e-06,
49,good_takamine_EG523SC_piezo_to_Bird_Aspen_DH37_mic,good_takamine_EG523SC_to_Bird_Aspen_DH37,piezo_to_mic,sweep,3s_excitation,ring,loud,{'ir_length': np.int64(33075)},"{'ir_length': 22050, 'snr': None, 'window_cut': None}","{'ir_length': None, 'window_end': None}",4.178873155256683e-06,,4.109027921032133e-06,,4.095022782379803e-06,,2.490076381260291e-06,,2.6096676025946787e-06,,3.3863467302658866e-06,
50,good_takamine_EG523SC_mic_to_Bird_Aspen_DH37_mic,good_takamine_EG523SC_to_Bird_Aspen_DH37,mic_to_mic,sweep,3s_excitation,ring,med,{'ir_length': np.int64(33075)},"{'ir_length': np.int64(264600), 'snr': None, 'window_cut': None}","{'ir_length': None, 'window_end': None}",7.820567515344763e-06,,4.78077232234031e-06,,4.7899045984023724e-06,,4.81124015969289e-06,,3.41390383290419e-06,,2.861377284833437e-06,
51,good_takamine_EG523SC_piezo_to_Bird_Aspen_DH37_mic,good_takamine_EG523SC_to_Bird_Aspen_DH37,piezo_to_mic,sweep,3s_excitation,ring,med,{'ir_length': np.int64(66150)},"{'ir_length': 22050, 'snr': None, 'window_cut': None}","{'ir_length': None, 'window_end': None}",7.270334524453092e-06,,3.88665188259368e-06,,3.86862757141614e-06,,4.619602178304706e-06,,2.2563358751121083e-06,,5.232606065535057e-06,
52,good_takamine_EG523SC_mic_to_Bird_Aspen_DH37_mic,good_takamine_EG523SC_to_Bird_Aspen_DH37,mic_to_mic,sweep,3s_excitation,no_ring,loud,{'ir_length': np.int64(132300)},"{'ir_length': np.int64(264600), 'snr': None, 'window_cut': None}","{'ir_length': None, 'window_end': None}",4.753520212719034e-06,,7.870229984746322e-06,,5.9238093094591085e-06,,2.234989103811951e-06,,2.4146737295086317e-06,,2.436255154640458e-06,
53,good_takamine_EG523SC_piezo_to_Bird_Aspen_DH37_mic,good_takamine_EG523SC_to_Bird_Aspen_DH37,piezo_to_mic,sweep,3s_excitation,no_ring,loud,{'ir_length': np.int64(29400)},"{'ir_length': 22050, 'snr': None, 'window_cut': None}","{'ir_length': None, 'window_end': None}",4.703677067329762e-06,,4.965981888687878e-06,,2.5404380254926484e-06,,3.910006690088929e-06,,3.426698116025216e-06,,2.9808766576277667e-06,
54,good_takamine_EG523SC_mic_to_Bird_Aspen_DH37_mic,good_takamine_EG523SC_to_Bird_Aspen_DH37,mic_to_mic,sweep,3s_excitation,no_ring,med,{'ir_length': np.int64(264600)},"{'ir_length': np.int64(264600), 'snr': None, 'window_cut': None}","{'ir_length': None, 'window_end': None}",5.51982657709834e-06,,5.194749112928957e-06,,5.052016743548648e-06,,1.968371921987067e-06,,2.8139005326267553e-06,,2.621698163953733e-06,
55,good_takamine_EG523SC_piezo_to_Bird_Aspen_DH37_mic,good_takamine_EG523SC_to_Bird_Aspen_DH37,piezo_to_mic,sweep,3s_excitation,no_ring,med,{'ir_length': np.int64(44100)},"{'ir_length': 22050, 'snr': None, 'window_cut': None}","{'ir_length': None, 'window_end': None}",5.529139822997591e-06,,5.044257617498212e-06,,4.121445241954372e-06,,2.535033886418776e-06,,2.5703557847328234e-06,,2.3872080231489014e-06,
56,good_takamine_EG523SC_mic_to_Bird_Aspen_DH37_mic,good_takamine_EG523SC_to_Bird_Aspen_DH37,mic_to_mic,sweep,5s_excitation,ring,loud,{'ir_length': np.int64(52920)},"{'ir_length': np.int64(264600), 'snr': None, 'window_cut': None}","{'ir_length': None, 'window_end': None}",5.77344543870725e-06,,4.9675162885553725e-06,,5.954435095430976e-06,,3.0622594306437187e-06,,2.642804488320283e-06,,2.8289050998238603e-06,
57,good_takamine_EG523SC_piezo_to_Bird_Aspen_DH37_mic,good_takamine_EG523SC_to_Bird_Aspen_DH37,piezo_to_mic,sweep,5s_excitation,ring,loud,{'ir_length': np.int64(88200)},"{'ir_length': 22050, 'snr': None, 'window_cut': None}","{'ir_length': None, 'window_end': None}",3.883218507724348e-06,,5.046333096470522e-06,,3.9163240510625815e-06,,2.38483570512377e-06,,2.548801422370252e-06,,5.356821136253092e-06,
58,good_takamine_EG523SC_mic_to_Bird_Aspen_DH37_mic,good_takamine_EG523SC_to_Bird_Aspen_DH37,mic_to_mic,sweep,5s_excitation,ring,med,{'ir_length': np.int64(37800)},"{'ir_length': 22050, 'snr': None, 'window_cut': None}","{'ir_length': None, 'window_end': None}",6.068034009050945e-06,,3.4558752316550706e-06,,5.694510650796225e-06,,2.746811826059446e-06,,3.325550622496532e-06,,2.9060913192130127e-06,
59,good_takamine_EG523SC_piezo_to_Bird_Aspen_DH37_mic,good_takamine_EG523SC_to_Bird_Aspen_DH37,piezo_to_mic,sweep,5s_excitation,ring,med,{'ir_length': np.int64(52920)},"{'ir_length': 22050, 'snr': None, 'window_cut': None}","{'ir_length': None, 'window_end': None}",5.445845368832715e-06,,5.592158045260874e-06,,3.9376073827132425e-06,,3.2654664599006826e-06,,3.7322442722304426e-06,,4.2145030766281204e-06,
60,good_takamine_EG523SC_mic_to_Bird_Aspen_DH37_mic,good_takamine_EG523SC_to_Bird_Aspen_DH37,mic_to_mic,sweep,5s_excitation,no_ring,loud,{'ir_length': np.int64(66150)},"{'ir_length': np.int64(264600), 'snr': None, 'window_cut': None}","{'ir_length': None, 'window_end': None}",5.346366354215235e-06,,8.206197942482152e-06,,5.960533902475982e-06,,2.268581419854545e-06,,2.6476360405014394e-06,,2.8191916238307257e-06,
61,good_takamine_EG523SC_piezo_to_Bird_Aspen_DH37_mic,good_takamine_EG523SC_to_Bird_Aspen_DH37,piezo_to_mic,sweep,5s_excitation,no_ring,loud,{'ir_length': np.int64(33075)},"{'ir_length': 22050, 'snr': None, 'window_cut': None}","{'ir_length': None, 'window_end': None}",2.3045778125621676e-06,,2.7175564420256585e-06,,2.2554229492733186e-06,,4.686323628694977e-06,,2.685051969212431e-06,,3.1084844945797786e-06,
62,good_takamine_EG523SC_mic_to_Bird_Aspen_DH37_mic,good_takamine_EG523SC_to_Bird_Aspen_DH37,mic_to_mic,sweep,5s_excitation,no_ring,med,{'ir_length': np.int64(29400)},"{'ir_length': 22050, 'snr': None, 'window_cut': None}","{'ir_length': None, 'window_end': None}",4.974438079433121e-06,,5.042071660776522e-06,,4.283820535498157e-06,,2.650966629802467e-06,,3.102106293425358e-06,,2.6409952468491587e-06,
63,good_takamine_EG523SC_piezo_to_Bird_Aspen_DH37_mic,good_takamine_EG523SC_to_Bird_Aspen_DH37,piezo_to_mic,sweep,5s_excitation,no_ring,med,{'ir_length': np.int64(132300)},"{'ir_length': 22050, 'snr': None, 'window_cut': None}","{'ir_length': None, 'window_end': None}",4.1417254440908655e-06,,3.3069072017321437e-06,,3.160215817224074e-06,,2.3960659779318785e-06,,2.503501048503782e-06,,2.4207140786764236e-06,
64,good_takamine_EG523SC_mic_to_Bird_Aspen_DH37_mic,good_takamine_EG523SC_to_Bird_Aspen_DH37,mic_to_mic,sweep,10s_excitation,ring,loud,{'ir_length': np.int64(529200)},"{'ir_length': 22050, 'snr': None, 'window_cut': None}","{'ir_length': None, 'window_end': None}",5.1861112179056e-06,,6.7429024038302894e-06,,9.977884401453201e-06,,2.5745706962771046e-06,,3.9502396711275084e-06,,2.813482943544149e-06,
65,good_takamine_EG523SC_piezo_to_Bird_Aspen_DH37_mic,good_takamine_EG523SC_to_Bird_Aspen_DH37,piezo_to_mic,sweep,10s_excitation,ring,loud,{'ir_length': np.int64(75600)},"{'ir_length': 22050, 'snr': None, 'window_cut': None}","{'ir_length': None, 'window_end': None}",3.288777981283685e-06,,5.688788800443777e-06,,3.2722705960722524e-06,,3.6960008119638993e-06,,3.1034073192926353e-06,,5.8714491755021385e-06,
66,good_takamine_EG523SC_mic_to_Bird_Aspen_DH37_mic,good_takamine_EG523SC_to_Bird_Aspen_DH37,mic_to_mic,sweep,10s_excitation,ring,med,{'ir_length': np.int64(529200)},"{'ir_length': 22050, 'snr': None, 'window_cut': None}","{'ir_length': None, 'window_end': None}",5.0393529037964426e-06,,9.20203613810351e-06,,9.588489142385972e-06,,1.9006427288998552e-06,,2.27890739347225e-06,,2.3820594656614796e-06,
67,good_takamine_EG523SC_piezo_to_Bird_Aspen_DH37_mic,good_takamine_EG523SC_to_Bird_Aspen_DH37,piezo_to_mic,sweep,10s_excitation,ring,med,{'ir_length': np.int64(105840)},"{'ir_length': 22050, 'snr': None, 'window_cut': None}","{'ir_length': None, 'window_end': None}",3.997663216728635e-06,,2.757908928578744e-06,,3.523262674634559e-06,,3.6481012147741778e-06,,2.2869252973521652e-06,,4.578535618039131e-06,
68,good_takamine_EG523SC_mic_to_Bird_Aspen_DH37_mic,good_takamine_EG523SC_to_Bird_Aspen_DH37,mic_to_mic,sweep,10s_excitation,no_ring,loud,{'ir_length': np.int64(529200)},"{'ir_length': np.int64(529200), 'snr': None, 'window_cut': None}","{'ir_length': None, 'window_end': None}",4.884613411901117e-06,,3.29967976503452e-06,,9.850016422763032e-06,,1.6544875351540962e-06,,2.028172924435382e-06,,2.6458086545798427e-06,
69,good_takamine_EG523SC_piezo_to_Bird_Aspen_DH37_mic,good_takamine_EG523SC_to_Bird_Aspen_DH37,piezo_to_mic,sweep,10s_excitation,no_ring,loud,{'ir_length': np.int64(132300)},"{'ir_length': np.int64(264600), 'snr': None, 'window_cut': None}","{'ir_length': None, 'window_end': None}",6.85188567289461e-06,,5.251895595438558e-06,,3.3686379356820465e-06,,3.4763024285744844e-06,,3.88307744659766e-06,,4.222993029811902e-06,
70,good_takamine_EG523SC_mic_to_Bird_Aspen_DH37_mic,good_takamine_EG523SC_to_Bird_Aspen_DH37,mic_to_mic,sweep,10s_excitation,no_ring,med,{'ir_length': np.int64(529200)},"{'ir_length': 22050, 'snr': None, 'window_cut': None}","{'ir_length': None, 'window_end': None}",4.261926951490572e-06,,3.5236078581156746e-06,,7.754777384825226e-06,,1.9295052188754687e-06,,2.7304613257641886e-06,,2.479901706759966e-06,
71,good_takamine_EG523SC_piezo_to_Bird_Aspen_DH37_mic,good_takamine_EG523SC_to_Bird_Aspen_DH37,piezo_to_mic,sweep,10s_excitation,no_ring,med,{'ir_length': np.int64(132300)},"{'ir_length': 22050, 'snr': None, 'window_cut': None}","{'ir_length': None, 'window_end': None}",6.626917211780483e-06,,2.9559696750574063e-06,,3.9305302958765e-06,,1.9058939190145017e-06,,2.562009209294361e-06,,2.385677095672929e-06,
72,good_takamine_EG523SC_mic_to_AJ_JJasmine_JF37CD_mic,good_takamine_EG523SC_to_AJ_JJasmine_JF37CD,mic_to_mic,sweep,3s_excitation,ring,loud,{'ir_length': np.int64(29400)},"{'ir_length': 22050, 'snr': None, 'window_cut': None}","{'ir_length': None, 'window_end': None}",2.579776775434232e-06,,3.4542550764569965e-06,,1.873148288176192e-06,,4.197548585067289e-06,,4.5012391172593595e-06,,6.147426947410527e-06,
73,good_takamine_EG523SC_piezo_to_AJ_JJasmine_JF37CD_mic,good_takamine_EG523SC_to_AJ_JJasmine_JF37CD,piezo_to_mic,sweep,3s_excitation,ring,loud,{'ir_length': np.int64(132300)},"{'ir_length': 22050, 'snr': None, 'window_cut': None}","{'ir_length': None, 'window_end': None}",2.6181642247618083e-06,,3.6132540313463945e-06,,3.3829836246932214e-06,,2.3347356602966246e-06,,2.1788275866351562e-06,,3.2120456812305733e-06,
74,good_takamine_EG523SC_mic_to_AJ_JJasmine_JF37CD_mic,good_takamine_EG523SC_to_AJ_JJasmine_JF37CD,mic_to_mic,sweep,3s_excitation,ring,med,{'ir_length': np.int64(29400)},"{'ir_length': 22050, 'snr': None, 'window_cut': None}","{'ir_length': None, 'window_end': None}",2.2650294092176593e-06,,2.8055980619753452e-06,,1.8865281833472843e-06,,3.5567497256833756e-06,,4.606550065612506e-06,,6.285917920602927e-06,
75,good_takamine_EG523SC_piezo_to_AJ_JJasmine_JF37CD_mic,good_takamine_EG523SC_to_AJ_JJasmine_JF37CD,piezo_to_mic,sweep,3s_excitation,ring,med,{'ir_length': np.int64(44100)},"{'ir_length': 22050, 'snr': None, 'window_cut': None}","{'ir_length': None, 'window_end': None}",7.821132333504245e-06,,3.4011817960348298e-06,,3.3151524949267517e-06,,4.687721260877895e-06,,2.131603099841068e-06,,4.1454831535414045e-06,
76,good_takamine_EG523SC_mic_to_AJ_JJasmine_JF37CD_mic,good_takamine_EG523SC_to_AJ_JJasmine_JF37CD,mic_to_mic,sweep,3s_excitation,no_ring,loud,{'ir_length': np.int64(33075)},"{'ir_length': 22050, 'snr': None, 'window_cut': None}","{'ir_length': None, 'window_end': None}",2.237612094512546e-06,,2.609743227575101e-06,,1.962903837262651e-06,,3.52845656533272e-06,,4.445898521249593e-06,,6.031533725386142e-06,
77,good_takamine_EG523SC_piezo_to_AJ_JJasmine_JF37CD_mic,good_takamine_EG523SC_to_AJ_JJasmine_JF37CD,piezo_to_mic,sweep,3s_excitation,no_ring,loud,{'ir_length': np.int64(264600)},"{'ir_length': 22050, 'snr': None, 'window_cut': None}","{'ir_length': None, 'window_end': None}",3.3780352024158895e-06,,5.193459431321342e-06,,1.999278677892693e-06,,2.9975108270341038e-06,,4.506587840814266e-06,,5.77310014277289e-06,
78,good_takamine_EG523SC_mic_to_AJ_JJasmine_JF37CD_mic,good_takamine_EG523SC_to_AJ_JJasmine_JF37CD,mic_to_mic,sweep,3s_excitation,no_ring,med,{'ir_length': np.int64(33075)},"{'ir_length': 22050, 'snr': None, 'window_cut': None}","{'ir_length': None, 'window_end': None}",3.1292033393985082e-06,,3.1665866246702013e-06,,1.8996650320230249e-06,,3.829950089805168e-06,,4.556258480224614e-06,,6.085797314718553e-06,
79,good_takamine_EG523SC_piezo_to_AJ_JJasmine_JF37CD_mic,good_takamine_EG523SC_to_AJ_JJasmine_JF37CD,piezo_to_mic,sweep,3s_excitation,no_ring,med,{'ir_length': np.int64(33075)},"{'ir_length': np.int64(88200), 'snr': None, 'window_cut': None}","{'ir_length': None, 'window_end': None}",5.347134497938846e-06,,6.501337513967434e-06,,3.9818827453947355e-06,,2.2736002883420987e-06,,4.470250328325653e-06,,4.049854409922304e-06,
80,good_takamine_EG523SC_mic_to_AJ_JJasmine_JF37CD_mic,good_takamine_EG523SC_to_AJ_JJasmine_JF37CD,mic_to_mic,sweep,5s_excitation,ring,loud,{'ir_length': np.int64(29400)},"{'ir_length': 22050, 'snr': None, 'window_cut': None}","{'ir_length': None, 'window_end': None}",1.934084563644773e-06,,2.4513315633098196e-06,,1.9289789054381834e-06,,4.407319280777265e-06,,4.711015763659712e-06,,5.705433108354318e-06,
81,good_takamine_EG523SC_piezo_to_AJ_JJasmine_JF37CD_mic,good_takamine_EG523SC_to_AJ_JJasmine_JF37CD,piezo_to_mic,sweep,5s_excitation,ring,loud,{'ir_length': np.int64(132300)},"{'ir_length': 22050, 'snr': None, 'window_cut': None}","{'ir_length': None, 'window_end': None}",3.621845630538524e-06,,5.9350110511112776e-06,,3.2750610950375e-06,,3.756331217307228e-06,,3.4895040247840806e-06,,3.1231603936938083e-06,
82,good_takamine_EG523SC_mic_to_AJ_JJasmine_JF37CD_mic,good_takamine_EG523SC_to_AJ_JJasmine_JF37CD,mic_to_mic,sweep,5s_excitation,ring,med,{'ir_length': np.int64(264600)},"{'ir_length': 22050, 'snr': None, 'window_cut': None}","{'ir_length': None, 'window_end': None}",1.9543769311719504e-06,,2.4190357171781343e-06,,1.9520290927133383e-06,,2.1184630867188623e-06,,4.675532273311626e-06,,6.230998348563222e-06,
83,good_takamine_EG523SC_piezo_to_AJ_JJasmine_JF37CD_mic,good_takamine_EG523SC_to_AJ_JJasmine_JF37CD,piezo_to_mic,sweep,5s_excitation,ring,med,{'ir_length': np.int64(33075)},"{'ir_length': 22050, 'snr': None, 'window_cut': None}","{'ir_length': None, 'window_end': None}",7.447814132117997e-06,,4.353486131081537e-06,,3.222127914133313e-06,,2.2056545674449116e-06,,2.6796920208494887e-06,,3.68860088741656e-06,
84,good_takamine_EG523SC_mic_to_AJ_JJasmine_JF37CD_mic,good_takamine_EG523SC_to_AJ_JJasmine_JF37CD,mic_to_mic,sweep,5s_excitation,no_ring,loud,{'ir_length': np.int64(52920)},"{'ir_length': 22050, 'snr': None, 'window_cut': None}","{'ir_length': None, 'window_end': None}",1.99075570769499e-06,,2.7438979551497325e-06,,1.9237449315073566e-06,,3.5237169671579603e-06,,4.181653164284456e-06,,6.41773534364657e-06,
85,good_takamine_EG523SC_piezo_to_AJ_JJasmine_JF37CD_mic,good_takamine_EG523SC_to_AJ_JJasmine_JF37CD,piezo_to_mic,sweep,5s_excitation,no_ring,loud,{'ir_length': np.int64(264600)},"{'ir_length': np.int64(264600), 'snr': None, 'window_cut': None}","{'ir_length': None, 'window_end': None}",2.748435061731373e-06,,3.866777659010002e-06,,1.9927781353010298e-06,,2.74648160910104e-06,,2.1376759961737375e-06,,5.808036619801601e-06,
86,good_takamine_EG523SC_mic_to_AJ_JJasmine_JF37CD_mic,good_takamine_EG523SC_to_AJ_JJasmine_JF37CD,mic_to_mic,sweep,5s_excitation,no_ring,med,{'ir_length': np.int64(33075)},"{'ir_length': 22050, 'snr': None, 'window_cut': None}","{'ir_length': None, 'window_end': None}",2.676484139203508e-06,,3.357319319033273e-06,,1.8904196775517044e-06,,3.7593201090934245e-06,,4.290779727295805e-06,,6.1450002627628285e-06,
87,good_takamine_EG523SC_piezo_to_AJ_JJasmine_JF37CD_mic,good_takamine_EG523SC_to_AJ_JJasmine_JF37CD,piezo_to_mic,sweep,5s_excitation,no_ring,med,{'ir_length': np.int64(132300)},"{'ir_length': 22050, 'snr': None, 'window_cut': None}","{'ir_length': None, 'window_end': None}",4.316424816899214e-06,,4.361626004670781e-06,,2.9397633883979407e-06,,2.302874216274802e-06,,4.8071113352151525e-06,,3.8087703372516913e-06,
88,good_takamine_EG523SC_mic_to_AJ_JJasmine_JF37CD_mic,good_takamine_EG523SC_to_AJ_JJasmine_JF37CD,mic_to_mic,sweep,10s_excitation,ring,loud,{'ir_length': np.int64(75600)},"{'ir_length': 22050, 'snr': None, 'window_cut': None}","{'ir_length': None, 'window_end': None}",1.8139467918439418e-06,,1.8005534664019124e-06,,1.8101919075729528e-06,,3.3611653138541806e-06,,5.283776403358139e-06,,5.477632526941824e-06,
89,good_takamine_EG523SC_piezo_to_AJ_JJasmine_JF37CD_mic,good_takamine_EG523SC_to_AJ_JJasmine_JF37CD,piezo_to_mic,sweep,10s_excitation,ring,loud,{'ir_length': np.int64(75600)},"{'ir_length': 22050, 'snr': None, 'window_cut': None}","{'ir_length': None, 'window_end': None}",3.6174072555215466e-06,,2.2787935294138004e-06,,2.586441015283416e-06,,2.201922190511854e-06,,2.6518814711860895e-06,,2.5684131549178414e-06,
90,good_takamine_EG523SC_mic_to_AJ_JJasmine_JF37CD_mic,good_takamine_EG523SC_to_AJ_JJasmine_JF37CD,mic_to_mic,sweep,10s_excitation,ring,med,{'ir_length': np.int64(58800)},"{'ir_length': 22050, 'snr': None, 'window_cut': None}","{'ir_length': None, 'window_end': None}",2.018806705597436e-06,,1.7293711601256621e-06,,1.9083193128738803e-06,,3.26881864427085e-06,,4.321778268944763e-06,,5.279146959709662e-06,
91,good_takamine_EG523SC_piezo_to_AJ_JJasmine_JF37CD_mic,good_takamine_EG523SC_to_AJ_JJasmine_JF37CD,piezo_to_mic,sweep,10s_excitation,ring,med,{'ir_length': np.int64(105840)},"{'ir_length': 22050, 'snr': None, 'window_cut': None}","{'ir_length': None, 'window_end': None}",3.5001971834544137e-06,,3.1498205800665527e-06,,2.9777956976065587e-06,,3.6757514979886e-06,,3.2805324877619866e-06,,3.6996492365291436e-06,
92,good_takamine_EG523SC_mic_to_AJ_JJasmine_JF37CD_mic,good_takamine_EG523SC_to_AJ_JJasmine_JF37CD,mic_to_mic,sweep,10s_excitation,no_ring,loud,{'ir_length': np.int64(75600)},"{'ir_length': 22050, 'snr': None, 'window_cut': None}","{'ir_length': None, 'window_end': None}",2.7268450244073264e-06,,4.636818600358941e-06,,1.976270201905102e-06,,4.243796859647857e-06,,3.1685878540670226e-06,,5.7078129863648265e-06,
93,good_takamine_EG523SC_piezo_to_AJ_JJasmine_JF37CD_mic,good_takamine_EG523SC_to_AJ_JJasmine_JF37CD,piezo_to_mic,sweep,10s_excitation,no_ring,loud,{'ir_length': np.int64(58800)},"{'ir_length': 22050, 'snr': None, 'window_cut': None}","{'ir_length': None, 'window_end': None}",4.284572665981189e-06,,3.430060921080422e-06,,1.804950201830096e-06,,2.736890007224637e-06,,3.1716890118028916e-06,,3.801297228368289e-06,
94,good_takamine_EG523SC_mic_to_AJ_JJasmine_JF37CD_mic,good_takamine_EG523SC_to_AJ_JJasmine_JF37CD,mic_to_mic,sweep,10s_excitation,no_ring,med,{'ir_length': np.int64(58800)},"{'ir_length': 22050, 'snr': None, 'window_cut': None}","{'ir_length': None, 'window_end': None}",2.87818739269919e-06,,4.207217960320304e-06,,1.8451382709907016e-06,,3.046836031375189e-06,,3.5864640087846157e-06,,5.9957975947425716e-06,
95,good_takamine_EG523SC_piezo_to_AJ_JJasmine_JF37CD_mic,good_takamine_EG523SC_to_AJ_JJasmine_JF37CD,piezo_to_mic,sweep,10s_excitation,no_ring,med,{'ir_length': np.int64(176400)},"{'ir_length': np.int64(529200), 'snr': None, 'window_cut': None}","{'ir_length': None, 'window_end': None}",6.38857980348771e-06,,2.7584627250737822e-06,,2.3959481019947395e-06,,2.5535127743948785e-06,,1.8617673946263461e-06,,3.7811654768065956e-06,
96,AJ_JJasmine_JF37CD_mic_to_Bird_Aspen_DH37_mic,AJ_JJasmine_JF37CD_to_Bird_Aspen_DH37,mic_to_mic,sweep,3s_excitation,ring,loud,{'ir_length': np.int64(264600)},"{'ir_length': np.int64(264600), 'snr': None, 'window_cut': None}","{'ir_length': None, 'window_end': None}",5.4180921708970215e-06,,3.929782031611167e-06,,8.147263003535246e-06,,2.038994744563201e-06,,2.648226059285074e-06,,2.448177694425263e-06,
97,AJ_JJasmine_JF37CD_piezo_to_Bird_Aspen_DH37_mic,AJ_JJasmine_JF37CD_to_Bird_Aspen_DH37,piezo_to_mic,sweep,3s_excitation,ring,loud,{'ir_length': np.int64(29400)},"{'ir_length': np.int64(264600), 'snr': None, 'window_cut': None}","{'ir_length': None, 'window_end': None}",6.050445781594931e-06,,4.377143162776884e-06,,3.4502946056178348e-06,,3.1453793543509044e-06,,1.9877536535890027e-06,,3.0349782824818215e-06,
98,AJ_JJasmine_JF37CD_mic_to_Bird_Aspen_DH37_mic,AJ_JJasmine_JF37CD_to_Bird_Aspen_DH37,mic_to_mic,sweep,3s_excitation,ring,med,{'ir_length': np.int64(264600)},"{'ir_length': np.int64(264600), 'snr': None, 'window_cut': None}","{'ir_length': None, 'window_end': None}",5.760630045560602e-06,,3.5163667890535173e-06,,7.19956207830446e-06,,2.2832099670949213e-06,,2.6694386087966227e-06,,2.524947353053827e-06,
99,AJ_JJasmine_JF37CD_piezo_to_Bird_Aspen_DH37_mic,AJ_JJasmine_JF37CD_to_Bird_Aspen_DH37,piezo_to_mic,sweep,3s_excitation,ring,med,{'ir_length': np.int64(88200)},"{'ir_length': np.int64(264600), 'snr': None, 'window_cut': None}","{'ir_length': None, 'window_end': None}",5.455810108981131e-06,,4.48726605234899e-06,,3.8480235187145e-06,,3.782112158228821e-06,,2.0704692835127734e-06,,3.0579224891860035e-06,
100,AJ_JJasmine_JF37CD_mic_to_Bird_Aspen_DH37_mic,AJ_JJasmine_JF37CD_to_Bird_Aspen_DH37,mic_to_mic,sweep,3s_excitation,no_ring,loud,{'ir_length': np.int64(264600)},"{'ir_length': np.int64(264600), 'snr': None, 'window_cut': None}","{'ir_length': None, 'window_end': None}",5.715572534124075e-06,,5.096148852882266e-06,,1.0051147896488055e-05,,2.5027276103871667e-06,,2.493766157120572e-06,,2.305066168652769e-06,
101,AJ_JJasmine_JF37CD_piezo_to_Bird_Aspen_DH37_mic,AJ_JJasmine_JF37CD_to_Bird_Aspen_DH37,piezo_to_mic,sweep,3s_excitation,no_ring,loud,{'ir_length': np.int64(132300)},"{'ir_length': np.int64(264600), 'snr': None, 'window_cut': None}","{'ir_length': None, 'window_end': None}",4.5019347095629835e-06,,4.292931607782579e-06,,4.075536763980852e-06,,2.7512184708321886e-06,,2.3721679793877953e-06,,3.011727318970215e-06,
102,AJ_JJasmine_JF37CD_mic_to_Bird_Aspen_DH37_mic,AJ_JJasmine_JF37CD_to_Bird_Aspen_DH37,mic_to_mic,sweep,3s_excitation,no_ring,med,{'ir_length': np.int64(264600)},"{'ir_length': np.int64(264600), 'snr': None, 'window_cut': None}","{'ir_length': None, 'window_end': None}",4.739261003739842e-06,,5.065942150625726e-06,,8.513005704128442e-06,,2.1958208531344554e-06,,2.528621093748032e-06,,2.3609642910856775e-06,
103,AJ_JJasmine_JF37CD_piezo_to_Bird_Aspen_DH37_mic,AJ_JJasmine_JF37CD_to_Bird_Aspen_DH37,piezo_to_mic,sweep,3s_excitation,no_ring,med,{'ir_length': np.int64(264600)},"{'ir_length': np.int64(264600), 'snr': None, 'window_cut': None}","{'ir_length': None, 'window_end': None}",4.481436781700473e-06,,4.143826228362557e-06,,4.073102478574019e-06,,3.914272048233373e-06,,2.2024577898729756e-06,,3.1804945057374787e-06,
104,AJ_JJasmine_JF37CD_mic_to_Bird_Aspen_DH37_mic,AJ_JJasmine_JF37CD_to_Bird_Aspen_DH37,mic_to_mic,sweep,5s_excitation,ring,loud,{'ir_length': np.int64(44100)},"{'ir_length': np.int64(264600), 'snr': None, 'window_cut': None}","{'ir_length': None, 'window_end': None}",5.457324806146156e-06,,3.877216561824953e-06,,9.29363257906384e-06,,2.9690067897568187e-06,,2.8463873914300794e-06,,2.4041067391102066e-06,
105,AJ_JJasmine_JF37CD_piezo_to_Bird_Aspen_DH37_mic,AJ_JJasmine_JF37CD_to_Bird_Aspen_DH37,piezo_to_mic,sweep,5s_excitation,ring,loud,{'ir_length': np.int64(132300)},"{'ir_length': np.int64(264600), 'snr': None, 'window_cut': None}","{'ir_length': None, 'window_end': None}",5.690824585202953e-06,,4.752222714397912e-06,,3.5397744889131517e-06,,3.04452119153082e-06,,1.9958109297624658e-06,,3.050888378904709e-06,
106,AJ_JJasmine_JF37CD_mic_to_Bird_Aspen_DH37_mic,AJ_JJasmine_JF37CD_to_Bird_Aspen_DH37,mic_to_mic,sweep,5s_excitation,ring,med,{'ir_length': np.int64(264600)},"{'ir_length': np.int64(264600), 'snr': None, 'window_cut': None}","{'ir_length': None, 'window_end': None}",5.411116526884635e-06,,2.9961547898379362e-06,,7.827318587250332e-06,,2.05050694044845e-06,,2.798275380447148e-06,,2.463367039402397e-06,
